,TCAS,AcademicYear,GPA_Eng,GPA_Math,GPA_Sci,GPA_Sco,GPAX,FacultyName,StudentType,MajorName
0,5,2562,3.28198105802943,2.8263821882685782,3.0045711893674283,3.4575401601172633,3.2411058321379334,1,FOREIGN,English
1,2,2562,3.94,3.33,3.41,3.86,3.61,1,THAI,English
2,2,2562,3.75,2.3,1.75,2.82,3.04,1,THAI,English
3,1,2562,4.0,3.68,3.91,4.0,3.92,1,THAI,English
4,1,2562,3.91,2.36,3.25,3.67,3.46,1,THAI,English
5,2,2562,3.73,2.3,3.3,2.92,3.4,1,THAI,English
6,2,2562,3.6,2.73,3.05,3.33,3.22,1,THAI,English
7,1,2562,3.7,1.7,2.85,3.44,2.94,1,THAI,English
8,2,2562,4.0,3.9,3.65,4.0,3.83,1,THAI,English
9,1,2562,3.59,3.1,3.8,3.7,3.69,1,THAI,English
10,2,2562,3.94,1.2,2.0,2.61,2.52,1,THAI,English
11,1,2562,3.9,2.95,2.9,3.67,3.46,1,THAI,English
12,2,2562,3.97,3.26,3.33,3.91,3.64,1,THAI,English
13,1,2562,4.0,3.95,3.45,4.0,3.78,1,THAI,English
14,1,2562,3.56,3.4,3.7,3.7,3.63,1,THAI,English
15,1,2562,3.28198105802943,2.8263821882685782,3.0045711893674283,3.4575401601172633,2.831307920566095,1,THAI,English
16,2,2562,3.48,2.05,2.07,3.67,2.84,1,THAI,English
17,1,2562,3.92,3.06,2.41,3.28,3.09,1,THAI,English
18,2,2562,4.0,2.94,2.9,3.58,3.28,1,THAI,English
19,2,2562,3.58,2.54,2.21,3.13,2.91,1,THAI,English
20,1,2562,4.0,1.0,2.0,2.0,2.51,1,THAI,English
21,1,2562,3.97,3.36,3.12,3.85,3.57,1,THAI,English
22,1,2562,3.5,2.23,2.36,3.05,2.88,1,THAI,English
23,2,2562,3.79,3.0,2.91,3.33,3.22,1,THAI,English
24,1,2562,3.57,1.8,2.8,3.03,3.13,1,THAI,English
25,2,2562,3.36,2.7,2.36,3.08,2.79,1,THAI,English
26,2,2562,3.71,2.8,2.7,2.72,3.46,1,THAI,English
27,1,2562,3.88,3.1,2.85,3.66,3.33,1,THAI,English
28,1,2562,3.78,3.07,3.08,3.77,3.36,1,THAI,English
29,1,2562,3.57,2.09,2.7,3.73,3.3,1,THAI,English
30,2,2562,4.0,2.63,3.02,3.94,3.43,1,THAI,English
31,1,2562,3.9,2.8,3.0,3.9,3.67,1,THAI,English
32,1,2562,3.08,2.25,1.87,3.2,2.94,1,THAI,English
33,1,2562,3.65,2.03,2.6,2.85,3.14,1,THAI,English
34,1,2562,3.28,1.2,2.0,3.35,2.86,1,THAI,English
35,1,2562,3.55,2.2,2.14,2.76,2.64,1,THAI,English
36,2,2562,3.84,2.42,3.07,4.0,3.33,1,THAI,English
37,1,2562,3.41,2.66,2.63,3.3,3.09,1,THAI,English
38,1,2562,3.14,1.4,2.75,3.1,3.15,1,THAI,English
39,1,2562,3.96,3.8,3.78,3.94,3.86,1,THAI,English
40,2,2562,3.93,2.61,2.57,3.52,3.2,1,THAI,English
41,1,2562,3.9,3.1,3.58,3.52,3.64,1,THAI,English
42,1,2562,3.96,3.38,3.41,3.97,3.68,1,THAI,English
43,1,2562,4.0,4.0,3.7,3.7,3.89,1,THAI,English
44,2,2562,3.95,2.84,2.68,3.77,3.32,1,THAI,English
45,1,2562,3.62,2.3,3.0,3.6,3.29,1,THAI,English
46,1,2562,3.64,3.27,2.63,3.95,3.34,1,THAI,English
47,1,2562,3.25,1.9,2.54,2.89,2.93,1,THAI,English
48,1,2562,2.63,1.3,1.77,2.57,2.26,1,THAI,English
49,1,2562,3.95,4.0,4.0,3.91,3.96,1,THAI,English
50,1,2562,3.75,3.39,2.5,3.59,3.22,1,THAI,English
51,1,2562,4.0,2.2,2.82,3.62,3.57,1,THAI,English
52,1,2562,3.82,3.5,3.54,3.83,3.81,1,THAI,English
53,5,2562,3.81,2.41,3.75,3.26,3.6,1,THAI,English
54,5,2562,3.88,3.08,2.31,3.34,3.07,1,THAI,English
55,5,2562,2.8,1.68,2.31,2.26,2.54,1,THAI,English
56,5,2562,3.83,1.95,2.91,3.17,3.18,1,THAI,English
57,5,2562,3.82,2.16,3.16,3.34,3.5,1,THAI,English
58,5,2562,2.73,2.0,1.64,3.35,2.46,1,THAI,English
59,5,2562,4.0,2.86,3.24,3.62,3.42,1,THAI,English
60,5,2562,3.23,2.0,3.14,3.31,3.3,1,THAI,English
61,5,2562,2.86,2.5,3.2,3.02,3.0,1,THAI,English
62,5,2562,2.68,0.61,1.8,2.8,1.96,1,THAI,English
63,5,2562,3.41,2.16,3.41,3.8,3.31,1,THAI,English
64,5,2562,3.3,1.38,1.88,2.75,2.98,1,THAI,English
65,5,2562,2.98,1.91,3.12,3.19,3.09,1,THAI,English
66,5,2562,3.77,2.69,2.67,3.7,3.15,1,THAI,English
67,5,2562,2.22,2.08,2.63,3.2,2.71,1,THAI,English
68,5,2562,3.03,2.28,2.57,3.45,2.88,1,THAI,English
69,5,2562,3.46,2.88,2.47,3.36,3.02,1,THAI,English
70,5,2562,2.98,2.73,2.68,3.09,2.98,1,THAI,English
71,5,2562,3.75,3.63,3.8,3.78,3.77,1,THAI,English
72,5,2562,3.87,3.81,3.8,4.0,3.86,1,THAI,English
73,5,2562,3.25,2.25,3.25,3.31,3.23,1,THAI,English
74,5,2562,3.51,2.33,3.16,3.63,3.52,1,THAI,English
75,5,2562,3.48,2.68,3.15,3.28,3.32,1,THAI,English
76,5,2562,3.33,2.75,2.47,3.5,3.02,1,THAI,English
77,2,2562,3.9,4.0,3.9,3.88,3.92,2,THAI,English
78,1,2562,3.91,2.73,2.69,3.59,3.23,2,THAI,English
79,1,2562,2.68,2.63,2.57,3.5,2.9,2,THAI,English
80,1,2562,3.42,3.76,2.99,3.64,3.45,2,THAI,English
81,1,2562,3.7,3.26,3.58,3.96,3.66,2,THAI,English
82,1,2562,3.82,2.15,2.57,3.83,3.07,2,THAI,English
83,1,2562,3.5,2.7,2.86,3.45,3.19,2,THAI,English
84,2,2562,3.38,3.27,3.58,3.36,3.48,2,THAI,English
85,2,2562,3.17,2.4,2.3,3.22,2.82,2,THAI,English
86,2,2562,2.6,2.7,2.36,3.13,2.75,2,THAI,English
87,1,2562,2.92,2.48,2.87,3.53,3.13,2,THAI,English
88,2,2562,1.75,2.01,2.31,2.92,2.34,2,THAI,English
89,2,2562,3.51,2.3,2.77,3.25,3.05,2,THAI,English
90,1,2562,2.84,3.68,3.47,3.7,3.48,2,THAI,English
91,2,2562,2.84,2.06,3.13,3.66,3.12,2,THAI,English
92,1,2562,3.83,4.0,3.66,3.63,3.74,2,THAI,English
93,1,2562,3.75,2.56,2.49,3.86,3.16,2,THAI,English
94,1,2562,3.65,3.33,3.7,3.91,3.69,2,THAI,English
95,2,2562,3.16,2.17,3.56,3.55,3.19,2,THAI,English
96,2,2562,3.45,2.71,3.06,3.85,3.29,2,THAI,English
97,1,2562,3.55,3.23,3.62,3.79,3.66,2,THAI,English
98,5,2562,3.66,2.29,2.77,2.63,2.99,2,THAI,English
99,5,2562,3.77,2.4,2.37,3.28,3.01,2,THAI,English
100,5,2562,3.16,2.6,2.95,3.68,3.17,2,THAI,English
101,5,2562,3.75,3.47,3.13,3.52,3.42,2,THAI,English
102,5,2562,3.62,3.85,3.92,3.75,3.84,2,THAI,English
103,5,2562,2.45,1.98,2.23,3.17,2.55,2,THAI,English
104,5,2562,3.51,3.01,3.41,3.84,3.5,2,THAI,English
105,5,2562,3.64,3.66,2.98,3.38,3.43,2,THAI,English
106,5,2562,3.8,3.68,3.12,3.92,3.56,2,THAI,English
107,1,2562,2.87,3.04,2.67,3.41,3.09,2,THAI,English
108,1,2562,3.55,1.6,2.55,3.59,2.85,2,THAI,English
109,1,2562,2.68,3.02,2.79,3.69,3.07,2,THAI,English
110,2,2562,3.11,2.83,2.09,3.66,2.88,2,THAI,English
111,5,2562,2.51,1.91,1.59,2.91,2.19,2,THAI,English
112,5,2562,2.35,1.44,2.46,3.07,2.55,2,THAI,English
113,5,2562,3.64,3.91,3.74,3.92,3.83,2,THAI,English
114,5,2562,2.75,2.4,3.08,3.65,3.08,2,THAI,English
115,1,2562,3.42,3.07,2.66,3.0,3.06,2,THAI,English
116,2,2562,2.71,2.61,2.7,3.47,2.96,2,THAI,English
117,1,2562,2.89,3.16,2.89,3.47,3.13,2,THAI,English
118,2,2562,2.67,1.83,1.99,3.2,2.46,2,THAI,English
119,2,2562,2.9,1.9,1.72,2.91,2.44,2,THAI,English
120,2,2562,3.61,2.13,2.78,3.63,3.06,2,THAI,English
121,1,2562,2.25,2.92,2.44,3.44,2.73,2,THAI,English
122,2,2562,3.5,2.3,2.39,3.12,2.93,2,THAI,English
123,1,2562,2.15,3.32,2.88,2.66,2.85,2,THAI,English
124,2,2562,3.78,3.94,3.96,4.0,3.93,2,THAI,English
125,1,2562,3.48,3.65,3.66,3.58,3.64,2,THAI,English
126,2,2562,2.46,1.53,2.02,3.12,2.37,2,THAI,English
127,5,2562,1.65,2.36,2.25,2.82,2.31,2,THAI,English
128,5,2562,3.38,3.16,3.6,3.4,3.53,2,THAI,English
129,5,2562,3.38,3.2,3.5,3.85,3.5,2,THAI,English
130,5,2562,2.94,2.98,2.53,3.35,3.02,2,THAI,English
131,5,2562,2.69,3.02,3.61,3.4,3.32,2,THAI,English
132,5,2562,3.5,2.61,3.04,3.74,3.25,2,THAI,English
133,5,2562,3.35,2.83,2.25,3.93,2.87,2,THAI,English
134,5,2562,3.33,3.61,3.07,3.86,3.51,2,THAI,English
135,5,2562,3.21,2.57,2.46,3.59,3.0,2,THAI,English
136,5,2562,3.0,3.88,3.7,3.95,3.73,2,THAI,English
137,5,2562,3.0,2.77,1.46,2.18,2.28,2,THAI,English
138,5,2562,4.0,4.0,4.0,4.0,4.0,2,THAI,English
139,1,2562,3.74,3.27,3.53,3.63,3.57,3,THAI,English
140,1,2562,3.1,2.65,3.3,3.65,3.34,3,THAI,English
141,1,2562,3.9,3.74,3.48,3.87,3.71,3,THAI,English
142,2,2562,2.8,2.64,2.92,3.75,3.16,3,THAI,English
143,1,2562,3.5,3.76,2.87,3.17,3.4,3,THAI,English
144,1,2562,3.6,3.75,2.97,3.91,3.5,3,THAI,English
145,1,2562,2.24,2.96,2.48,3.25,2.82,3,THAI,English
146,2,2562,1.71,2.1,1.8,2.11,2.12,3,THAI,English
147,1,2562,3.03,2.53,3.71,3.07,3.18,3,THAI,English
148,2,2562,2.79,2.88,2.47,2.68,2.73,3,THAI,English
149,1,2562,3.1,3.5,3.39,3.45,3.49,3,THAI,English
150,2,2562,2.66,2.13,2.4,2.97,2.83,3,THAI,English
151,1,2562,3.5,2.59,2.78,3.26,3.24,3,THAI,English
152,2,2562,3.96,3.81,3.64,3.86,3.78,3,THAI,English
153,1,2562,3.42,2.8,3.4,2.94,3.18,3,THAI,English
154,1,2562,3.09,3.06,2.69,3.25,3.08,3,THAI,English
155,1,2562,2.95,3.5,2.8,3.35,3.24,3,THAI,English
156,1,2562,2.9,3.63,2.92,3.42,3.23,3,THAI,English
157,1,2562,3.07,2.28,3.25,3.0,3.08,3,THAI,English
158,2,2562,3.26,2.0,2.0,3.41,2.92,3,THAI,English
159,1,2562,2.36,2.4,2.12,2.77,2.55,3,THAI,English
160,2,2562,3.68,2.48,2.94,3.75,3.19,3,THAI,English
161,1,2562,3.6,3.18,3.22,3.97,3.5,3,THAI,English
162,1,2562,3.13,3.88,2.95,3.63,3.36,3,THAI,English
163,1,2562,3.21,2.77,3.46,3.68,3.33,3,THAI,English
164,2,2562,2.94,2.27,3.22,3.61,3.16,3,THAI,English
165,2,2562,2.66,2.96,2.6,3.35,3.06,3,THAI,English
166,2,2562,3.92,3.88,3.21,3.89,3.66,3,THAI,English
167,1,2562,3.8,3.44,3.18,3.08,3.35,3,THAI,English
168,1,2562,2.9,3.28,2.9,3.69,3.21,3,THAI,English
169,1,2562,3.72,3.44,3.3,3.89,3.61,3,THAI,English
170,2,2562,2.7,2.67,1.7,2.94,2.54,3,THAI,English
171,2,2562,3.74,3.76,2.63,3.55,3.31,3,THAI,English
172,1,2562,3.24,3.18,3.23,3.73,3.4,3,THAI,English
173,1,2562,3.35,2.92,3.28,3.28,3.34,3,THAI,English
174,1,2562,3.86,3.4,3.59,3.91,3.66,3,THAI,English
175,1,2562,3.31,3.44,3.0,3.88,3.42,3,THAI,English
176,1,2562,3.68,3.1,2.24,3.81,3.14,3,THAI,English
177,1,2562,2.84,2.78,2.85,3.16,3.01,3,THAI,English
178,1,2562,3.96,3.51,3.35,3.83,3.65,3,THAI,English
179,1,2562,3.79,3.16,3.04,2.8,3.39,3,THAI,English
180,1,2562,3.71,2.5,3.05,3.19,3.18,3,THAI,English
181,2,2562,3.83,3.64,3.5,3.86,3.7,3,THAI,English
182,2,2562,2.67,2.94,2.26,2.83,2.7,3,THAI,English
183,2,2562,1.94,1.8,2.56,2.18,2.72,3,THAI,English
184,1,2562,3.28,3.32,2.85,3.44,3.27,3,THAI,English
185,2,2562,2.91,2.86,2.83,3.26,3.01,3,THAI,English
186,1,2562,3.0,3.33,3.24,3.95,3.43,3,THAI,English
187,2,2562,3.9,3.42,3.5,3.79,3.65,3,THAI,English
188,2,2562,2.64,2.73,3.5,2.84,2.96,3,THAI,English
189,1,2562,3.2,3.85,3.37,3.39,3.46,3,THAI,English
190,1,2562,3.67,2.76,3.58,3.57,3.49,3,THAI,English
191,1,2562,3.52,3.5,3.16,3.04,3.24,3,THAI,English
192,1,2562,3.75,2.98,3.11,3.83,3.44,3,THAI,English
193,1,2562,3.67,3.8,2.73,3.38,3.3,3,THAI,English
194,2,2562,3.36,2.7,2.91,3.8,3.38,3,THAI,English
195,2,2562,2.94,2.93,2.46,3.55,2.94,3,THAI,English
196,1,2562,3.44,2.46,2.83,3.59,2.95,3,THAI,English
197,1,2562,3.12,2.84,3.08,2.97,2.98,3,THAI,English
198,2,2562,3.92,3.96,3.66,3.82,3.84,3,THAI,English
199,1,2562,3.48,2.96,3.0,3.58,3.47,3,THAI,English
200,1,2562,2.78,2.6,3.32,3.68,3.24,3,THAI,English
201,1,2562,3.68,3.94,4.0,3.97,3.92,3,THAI,English
202,1,2562,3.46,3.53,3.85,3.3,3.56,3,THAI,English
203,1,2562,3.12,3.26,2.55,3.47,3.11,3,THAI,English
204,2,2562,2.8,2.61,2.71,3.28,2.98,3,THAI,English
205,1,2562,3.06,1.73,3.2,3.05,2.97,3,THAI,English
206,1,2562,3.2,3.61,3.38,3.67,3.61,3,THAI,English
207,1,2562,2.95,3.76,2.67,3.08,3.09,3,THAI,English
208,2,2562,4.0,4.0,4.0,3.94,3.99,3,THAI,English
209,2,2562,3.68,3.12,2.92,3.72,3.38,3,THAI,English
210,2,2562,3.66,3.61,3.42,3.82,3.65,3,THAI,English
211,2,2562,2.86,2.46,3.0,3.61,3.17,3,THAI,English
212,5,2562,3.28198105802943,2.8263821882685782,3.0045711893674283,3.4575401601172633,2.5,3,THAI,English
213,2,2562,2.45,2.9,2.54,2.83,2.92,3,THAI,English
214,2,2562,3.16,3.46,3.2,3.38,3.47,3,THAI,English
215,1,2562,3.3,3.5,2.75,4.0,3.36,3,THAI,English
216,2,2562,3.48,2.88,2.76,2.52,2.91,3,THAI,English
217,2,2562,3.43,2.52,2.25,3.25,2.83,3,THAI,English
218,2,2562,2.37,1.86,2.28,2.82,2.65,3,THAI,English
219,2,2562,2.57,2.3,3.0,2.8,2.84,3,THAI,English
220,2,2562,4.0,4.0,3.95,3.97,3.98,3,THAI,English
221,1,2562,2.5,2.65,2.47,3.18,2.83,3,THAI,English
222,1,2562,3.34,1.84,2.8,3.39,3.02,3,THAI,English
223,1,2562,3.35,2.53,2.9,3.62,3.18,3,THAI,English
224,2,2562,3.67,3.68,3.42,3.71,3.58,3,THAI,English
225,2,2562,2.97,2.12,2.08,3.55,2.67,3,THAI,English
226,1,2562,3.6,3.44,3.59,3.86,3.65,3,THAI,English
227,2,2562,3.48,3.0,3.15,3.17,3.34,3,THAI,English
228,1,2562,2.97,2.68,2.64,3.44,3.02,3,THAI,English
229,5,2562,2.25,1.55,2.18,3.16,2.35,3,THAI,English
230,5,2562,2.93,2.68,2.58,3.47,3.0,3,THAI,English
231,5,2562,2.45,2.06,2.4,3.29,2.63,3,THAI,English
232,5,2562,1.44,1.5,2.16,1.95,1.9,3,THAI,English
233,5,2562,3.76,3.55,3.57,3.97,3.71,3,THAI,English
234,5,2562,2.41,1.84,2.75,2.92,2.6,3,THAI,English
235,5,2562,2.98,2.52,3.14,2.57,3.04,3,THAI,English
236,5,2562,3.46,2.87,2.93,3.48,3.35,3,THAI,English
237,5,2562,2.66,2.86,2.56,3.19,2.87,3,THAI,English
238,5,2562,3.02,3.48,3.14,3.64,3.4,3,THAI,English
239,5,2562,3.21,2.36,1.73,2.72,2.49,3,THAI,English
240,5,2562,3.02,2.08,2.92,3.29,3.11,3,THAI,English
241,5,2562,2.73,2.16,2.06,3.22,2.58,3,THAI,English
242,5,2562,3.0,1.96,2.16,2.43,2.62,3,THAI,English
243,5,2562,1.88,1.16,2.58,2.81,2.29,3,THAI,English
244,1,2562,3.53,3.88,2.87,3.73,3.46,3,THAI,English
245,1,2562,2.86,2.53,1.98,3.3,2.66,3,THAI,English
246,1,2562,2.94,3.38,3.03,3.42,3.22,3,THAI,English
247,1,2562,3.16,2.61,2.87,3.73,3.16,3,THAI,English
248,1,2562,3.39,2.46,3.9,3.5,3.42,3,THAI,English
249,1,2562,2.93,3.91,3.08,3.55,3.38,3,THAI,English
250,1,2562,3.41,2.6,3.25,3.15,3.15,3,THAI,English
251,1,2562,2.28,1.85,1.88,3.11,2.47,3,THAI,English
252,1,2562,3.33,3.02,3.0,3.08,3.15,3,THAI,English
253,1,2562,3.26,3.2,2.77,3.19,3.13,3,THAI,English
254,2,2562,2.85,2.8,3.03,4.0,3.2,3,THAI,English
255,1,2562,2.98,3.56,2.8,3.19,3.24,3,THAI,English
256,1,2562,4.0,3.94,4.0,4.0,3.98,3,THAI,English
257,1,2562,3.85,2.4,2.92,3.82,3.2,3,THAI,English
258,1,2562,3.32,3.3,2.54,3.45,3.12,3,THAI,English
259,2,2562,3.53,3.3,3.44,3.95,3.54,3,THAI,English
260,2,2562,3.8,3.12,3.15,3.25,3.37,3,THAI,English
261,2,2562,1.74,2.32,2.62,2.81,2.53,3,THAI,English
262,2,2562,3.34,2.48,2.64,2.94,2.88,3,THAI,English
263,1,2562,3.26,3.37,2.88,3.32,3.27,3,THAI,English
264,2,2562,3.42,2.12,3.53,3.83,3.32,3,THAI,English
265,1,2562,3.35,3.66,3.19,3.68,3.48,3,THAI,English
266,2,2562,2.68,2.4,2.54,3.33,2.89,3,THAI,English
267,1,2562,2.82,3.78,2.94,3.42,3.27,3,THAI,English
268,1,2562,1.94,1.96,2.47,3.02,2.54,3,THAI,English
269,2,2562,2.98,2.16,2.05,2.68,2.64,3,THAI,English
270,1,2562,4.0,3.2,3.6,3.7,3.56,3,THAI,English
271,1,2562,3.41,3.66,2.87,3.31,3.29,3,THAI,English
272,2,2562,3.25,3.0,2.9,2.79,3.01,3,THAI,English
273,1,2562,3.03,2.64,2.61,3.16,2.96,3,THAI,English
274,2,2562,3.47,2.82,3.43,3.55,3.35,3,THAI,English
275,2,2562,2.89,2.91,3.06,3.5,3.15,3,THAI,English
276,1,2562,2.55,2.53,2.2,3.81,3.06,3,THAI,English
277,1,2562,2.2,1.86,2.04,2.43,2.63,3,THAI,English
278,1,2562,2.84,3.4,2.41,3.5,3.0,3,THAI,English
279,2,2562,3.88,2.55,3.06,3.5,3.37,3,THAI,English
280,2,2562,3.95,3.28,3.28,3.68,3.52,3,THAI,English
281,1,2562,3.53,2.7,2.89,3.88,3.16,3,THAI,English
282,2,2562,3.24,2.47,3.2,3.55,3.27,3,THAI,English
283,2,2562,2.84,2.4,2.6,2.66,3.07,3,THAI,English
284,1,2562,3.62,3.68,3.47,3.46,3.58,3,THAI,English
285,2,2562,3.36,2.12,3.2,3.76,3.36,3,THAI,English
286,2,2562,3.13,2.06,1.8,2.6,2.37,3,THAI,English
287,1,2562,3.02,2.85,2.75,2.93,3.1,3,THAI,English
288,2,2562,3.19,2.82,3.04,3.16,3.14,3,THAI,English
289,1,2562,2.85,3.7,3.07,3.61,3.34,3,THAI,English
290,1,2562,3.34,2.74,2.54,3.02,3.01,3,THAI,English
291,2,2562,3.0,2.12,3.86,3.57,3.25,3,THAI,English
292,1,2562,3.01,3.3,2.5,2.94,2.95,3,THAI,English
293,1,2562,3.72,3.86,3.9,3.82,3.86,3,THAI,English
294,2,2562,2.01,1.86,2.2,2.41,2.29,3,THAI,English
295,1,2562,3.25,2.66,2.76,3.47,3.06,3,THAI,English
296,2,2562,3.62,3.02,2.8,3.65,3.3,3,THAI,English
297,1,2562,2.81,2.8,3.3,3.52,3.22,3,THAI,English
298,5,2562,2.88,2.09,2.11,3.0,2.49,3,THAI,English
299,5,2562,2.55,2.77,2.9,3.25,3.01,3,THAI,English
300,5,2562,3.51,3.33,3.08,3.77,3.41,3,THAI,English
301,5,2562,3.64,3.4,3.35,3.77,3.58,3,THAI,English
302,5,2562,2.9,3.16,2.5,3.56,3.05,3,THAI,English
303,5,2562,3.55,3.79,3.56,3.95,3.7,3,THAI,English
304,5,2562,3.41,2.51,2.89,2.88,3.04,3,THAI,English
305,5,2562,3.05,2.52,2.67,3.65,2.99,3,THAI,English
306,5,2562,3.53,1.8,3.0,3.4,3.08,3,THAI,English
307,5,2562,3.81,3.27,2.63,3.7,3.31,3,THAI,English
308,5,2562,3.07,3.54,3.6,3.81,3.59,3,THAI,English
309,5,2562,3.52,2.7,3.29,3.87,3.31,3,THAI,English
310,5,2562,2.79,2.81,2.57,3.06,2.83,3,THAI,English
311,5,2562,3.05,2.08,2.51,3.46,2.87,3,THAI,English
312,5,2562,2.29,2.31,2.16,3.05,2.63,3,THAI,English
313,5,2562,3.35,2.54,2.75,3.46,3.26,3,THAI,English
314,5,2562,1.68,1.11,1.41,2.15,1.68,3,THAI,English
315,5,2562,2.44,2.05,2.46,3.34,2.72,3,THAI,English
316,5,2562,4.0,3.06,3.33,3.23,3.47,3,THAI,English
317,5,2562,3.16,2.63,2.57,3.9,2.81,3,THAI,English
318,5,2562,3.11,3.09,3.31,3.44,3.35,3,THAI,English
319,5,2562,2.65,1.95,2.71,3.4,2.89,3,THAI,English
320,5,2562,2.0,2.0,2.0,2.0,3.04,3,THAI,English
321,5,2562,2.36,2.66,2.56,2.93,2.79,3,THAI,English
322,5,2562,3.45,2.23,3.05,3.52,3.09,3,THAI,English
323,5,2562,3.66,3.3,3.38,3.44,3.44,3,THAI,English
324,5,2562,2.85,1.5,2.13,2.47,2.5,3,THAI,English
325,5,2562,2.76,1.61,2.66,3.28,2.82,3,THAI,English
326,5,2562,3.33,2.26,2.38,2.88,2.83,3,THAI,English
327,5,2562,2.71,2.62,2.76,3.27,2.46,3,THAI,English
328,5,2562,1.84,1.65,1.97,2.24,1.93,3,THAI,English
329,5,2562,2.74,2.71,2.33,2.92,2.83,3,THAI,English
330,5,2562,1.83,1.75,1.87,2.27,2.25,3,THAI,English
331,5,2562,3.0,1.0,2.5,2.5,2.69,3,THAI,English
332,5,2562,3.0,3.0,3.0,3.0,3.0,3,THAI,English
333,5,2562,2.84,3.7,3.5,3.83,3.48,3,THAI,English
334,5,2562,3.53,1.73,2.38,2.75,2.65,3,THAI,English
335,5,2562,3.53,2.07,2.29,3.17,2.79,3,THAI,English
336,5,2562,3.62,3.54,3.04,3.95,3.51,3,THAI,English
337,5,2562,3.83,2.48,2.1,3.35,2.92,3,THAI,English
338,5,2562,1.71,1.65,2.21,2.2,1.97,3,THAI,English
339,5,2562,3.12,2.0,1.75,3.04,2.98,3,THAI,English
340,5,2562,3.98,4.0,3.28,3.55,3.75,3,THAI,English
341,5,2562,2.96,2.6,2.35,3.45,2.89,3,THAI,English
342,5,2562,3.5,2.75,1.25,3.0,2.6,3,THAI,English
343,5,2562,2.08,1.21,1.58,1.87,1.82,3,THAI,English
344,5,2562,1.94,1.83,2.37,2.72,2.38,3,THAI,English
345,5,2562,3.28198105802943,2.8263821882685782,3.0045711893674283,3.4575401601172633,2.56,3,THAI,English
346,5,2562,3.0,3.0,3.0,3.0,2.65,3,THAI,English
347,5,2562,4.0,4.0,4.0,4.0,3.96,3,THAI,English
348,2,2562,2.95,1.66,2.43,3.38,2.74,3,THAI,English
349,1,2562,2.9,2.2,2.75,3.5,2.98,3,THAI,English
350,1,2562,2.51,1.7,1.53,2.84,2.31,3,THAI,English
351,2,2562,3.41,3.08,2.3,2.95,3.2,3,THAI,English
352,2,2562,2.73,1.5,1.4,2.0,2.47,3,THAI,English
353,1,2562,3.2,3.92,3.72,3.91,3.72,3,THAI,English
354,1,2562,2.78,2.22,1.78,3.25,2.59,3,THAI,English
355,2,2562,2.85,1.7,2.91,3.0,2.88,3,THAI,English
356,1,2562,3.43,3.3,3.4,3.56,3.45,3,THAI,English
357,2,2562,2.54,2.7,2.65,2.97,2.94,3,THAI,English
358,1,2562,2.79,1.93,2.65,3.61,2.88,3,THAI,English
359,1,2562,3.78,3.0,3.5,3.56,3.67,3,THAI,English
360,1,2562,2.72,2.32,3.3,3.1,3.1,3,THAI,English
361,1,2562,3.87,2.3,2.67,3.55,3.02,3,THAI,English
362,2,2562,2.83,2.1,3.0,3.25,3.17,3,THAI,English
363,1,2562,3.14,1.75,1.97,2.56,2.3,3,THAI,English
364,2,2562,2.59,1.24,2.32,3.14,2.74,3,THAI,English
365,1,2562,2.75,2.2,2.66,3.19,2.85,3,THAI,English
366,1,2562,3.98,2.57,2.62,3.0,3.37,3,THAI,English
367,1,2562,3.86,3.0,3.71,3.96,3.74,3,THAI,English
368,1,2562,3.65,2.3,2.53,3.2,3.24,3,THAI,English
369,1,2562,2.63,2.5,2.62,3.09,2.86,3,THAI,English
370,1,2562,3.85,3.75,3.87,3.72,3.82,3,THAI,English
371,2,2562,2.59,2.58,3.11,3.58,3.11,3,THAI,English
372,1,2562,3.51,2.95,3.02,3.55,3.33,3,THAI,English
373,2,2562,2.82,1.6,1.96,3.3,2.99,3,THAI,English
374,2,2562,3.0,1.5,1.87,3.64,2.88,3,THAI,English
375,1,2562,3.16,2.9,3.0,3.58,3.42,3,THAI,English
376,1,2562,3.92,2.9,2.6,3.59,3.46,3,THAI,English
377,1,2562,3.73,3.2,3.8,3.85,3.76,3,THAI,English
378,1,2562,3.62,2.26,2.82,2.65,3.0,3,THAI,English
379,1,2562,3.01,1.9,1.75,3.38,2.95,3,THAI,English
380,2,2562,3.74,3.3,3.33,3.52,3.67,3,THAI,English
381,1,2562,3.59,3.9,3.81,3.88,3.84,3,THAI,English
382,2,2562,2.76,1.73,1.9,2.6,2.55,3,THAI,English
383,1,2562,3.8,1.56,2.59,3.71,3.03,3,THAI,English
384,2,2562,3.92,3.75,4.0,3.89,3.87,3,THAI,English
385,1,2562,2.2,2.67,3.8,3.58,3.39,3,THAI,English
386,2,2562,1.96,1.1,2.0,3.16,2.8,3,THAI,English
387,1,2562,3.05,2.64,3.36,3.67,3.3,3,THAI,English
388,1,2562,3.4,2.57,2.76,3.38,3.09,3,THAI,English
389,1,2562,3.14,1.7,3.16,3.19,3.13,3,THAI,English
390,1,2562,2.31,2.1,2.58,3.0,2.79,3,THAI,English
391,1,2562,3.42,3.0,3.25,3.54,3.38,3,THAI,English
392,2,2562,3.76,2.4,3.9,3.61,3.67,3,THAI,English
393,1,2562,3.44,2.76,3.0,3.47,3.27,3,THAI,English
394,1,2562,3.44,2.8,2.91,3.36,3.32,3,THAI,English
